Date,AAPL,MSFT,TSLA
2015-01-05,-0.028575804111978874,-0.009238517302059887,-0.042950328828715974
2015-01-06,9.408027854702532e-05,-0.014785935836610817,0.005648255842151179
2015-01-07,0.013924780572939702,0.01262504069256272,-0.0015631517125408972
2015-01-08,0.03770271123054896,0.028993697432934045,-0.00156553106269541
2015-01-09,0.0010718356346291846,-0.008440430240426783,-0.01898062692006783
2015-01-12,-0.024949422737483417,-0.012581436031367325,-0.021768130883067914
2015-01-13,0.008839693623198582,-0.005163690636534335,0.010037948528329803
2015-01-14,-0.003817816158671359,-0.008665817502054862,-0.05826208511535263
2015-01-15,-0.027515294053396925,-0.010498455111110376,-0.0042646091303445875
2015-01-16,-0.007800729944245054,0.016572773728946368,0.006234752215779189
2015-01-20,0.025431068401896354,0.003238704246221249,-0.005922112022732375
2015-01-21,0.007605438111712106,-0.010183433703004171,0.023887916243012904
2015-01-22,0.02568261564777686,0.0260089556888352,0.025366093948943954
2015-01-23,0.0051471098718856925,0.001060398628364248,-0.0016380356186696048
2015-01-26,0.0010613501001348097,-0.0036097843603931576,0.025795883487268887
2015-01-27,-0.0356406887404017,-0.0970986622758167,-0.002763444831417415
2015-01-28,0.05499275723910579,-0.03506630303279487,-0.03261671754106088
2015-01-29,0.030658443732660395,0.019712362621032126,0.028822750890941436
2015-01-30,-0.01474223572735667,-0.03907814639960669,-0.007827891211321799
2015-02-02,0.01246898929992216,0.021548361483917727,0.03541650455001054
2015-02-03,0.00016851819384360798,0.007722333311900825,0.03457130456060133
2015-02-04,0.007640249754185963,0.005752523921729893,0.0008697468597585222
2015-02-05,0.00711234570516197,0.014474113274343033,0.01110267180298662
2015-02-06,-0.008456637476085115,-0.0009426219475034304,-0.016562460365371068
2015-02-09,0.006620646502352134,-0.0011797356437942509,0.0005518871416418817
2015-02-10,0.019029103467311372,0.005649709765049971,-0.005486790495772485
2015-02-11,0.023168541903130415,-0.0051778349899709725,-0.016267296304893594
2015-02-12,0.01257259872270756,0.016614462149868423,-0.047738135628800464
2015-02-13,0.004890664632627928,0.017939843483741974,0.004377269986898078
2015-02-17,0.00588457368496361,0.00045893829146410864,0.0028422373753069544
2015-02-18,0.006938255730580769,-0.0011482417197943666,0.0005381783039690399
2015-02-19,-0.002099747844399334,-0.0006893779559055159,0.034845074204363315
2015-02-20,0.00814097853949293,0.008242129595567782,0.02518669958065304
2015-02-23,0.026668498287878664,0.0065902332821509745,-0.046044145136946664
2015-02-24,-0.006260184718028045,-0.0013600469346896486,-0.015700937648674383
2015-02-25,-0.025906032663637734,-0.002270698292594923,-0.0017162494669841497
2015-02-26,0.012577109052174521,0.0015901784695028008,0.01669345934649604
2015-02-27,-0.015142457914670455,-0.0047777438366067805,-0.0187568262214745
2015-03-02,0.004892234325132571,0.0006838772046979515,-0.030002041037217854
2015-03-03,0.00208928309934063,-0.013768109511041396,0.011237539737762316
2015-03-04,-0.006358978149241596,-0.00509622032441392,0.014328632289798915
2015-03-05,-0.016709503950962136,0.0011606662690711773,-0.008981189592245054
2015-03-06,0.0015018476402115463,-0.01755058134454347,-0.034222991262336
2015-03-09,0.0042562018256157436,0.011501451147789206,-0.015594438016240424
2015-03-10,-0.020902648737392265,-0.01932197564181577,-0.002938104609135431
2015-03-11,-0.018399887553723928,-0.0011907158795923243,0.017810238003898436
2015-03-12,0.01791776865909205,-0.02313338759486358,-0.01387723588855585
2015-03-13,-0.006934140265957396,0.008737945617526832,-0.012587386429474445
2015-03-16,0.01094371940150362,0.004340349346679667,0.036530447505924324
2015-03-17,0.016588580760067577,0.0033631182083277747,-0.0049688967921734046
2015-03-18,0.011193295646935419,0.01900282017566402,0.03024707436572859
2015-03-19,-0.007579162313165101,-0.004953242087585671,-0.025533757903858405
2015-03-20,-0.012628442273208354,0.013855020845894038,0.012343618570630861
2015-03-23,0.010351313940140388,-0.00046653364472851855,0.007794746195763983
2015-03-24,-0.004096050896306221,0.0009327481006363072,0.010414901829068896
2015-03-25,-0.026474061529001756,-0.03414281718003203,-0.03747727079732416
2015-03-26,0.0069461074895212,-0.006047988378035977,-0.020223661788001102
2015-03-27,-0.008000475655034424,-0.005841047298156549,-0.028823861915902877
2015-03-30,0.0249994337917363,-0.0002442741798746859,0.02966381526583562
2015-03-31,-0.01547062655898781,-0.0073511776100993334,-0.009490228947205274
2015-04-01,-0.0014479173051460865,0.0014744794014895281,-0.006270690148005495
2015-04-02,0.008574947712409707,-0.01061574946638919,0.01801467764900878
2015-04-06,0.01606866247305612,0.03079394205258046,0.06142509264600836
2015-04-07,-0.010577911517973911,-0.0004814710118517294,0.0007382967353085246
2015-04-08,-0.00325893135359597,-0.00265240014650346,0.021513574325074822
2015-04-09,0.007614433899447044,0.0014478651256091052,0.01158564245693915
2015-04-10,0.004257343397039913,0.0057694383586030665,0.003848138043136459
2015-04-13,-0.001968734417455606,0.0009582233458184374,-0.005324746976747791
2015-04-14,-0.004345256081082801,-0.002637562326893025,-0.01112082935895186
2015-04-15,0.003793096113459669,0.014539808829898089,0.0017818964701395738
2015-04-16,-0.004823075124020186,-0.0023692466157671406,-0.005451990154159205
2015-04-17,-0.011318350993626616,-0.012891068308652427,0.000435356518677135
2015-04-20,0.022588664097993504,0.030523867927056785,-0.00737762051520866
2015-04-21,-0.005422345569743613,-0.006312266465662674,0.019967868746211544
2015-04-22,0.013384191379697657,0.008174926239590053,0.04678474050637763
2015-04-23,0.008130458429632002,0.008108638352980693,-0.0038352543420964373
2015-04-24,0.0046933923332725625,0.09941301402140788,-0.0007779222876597997
2015-04-27,0.01802778174256058,0.0033369529668052906,0.0583302672383117
2015-04-28,-0.015881229857965785,0.023254499767727584,-0.004631839899719443
2015-04-29,-0.014814859288915096,-0.0020365426843642186,0.008511120452263243
2015-04-30,-0.027504917966295332,-0.00859775234957914,-0.02791897023681704
2015-05-01,0.029911864948248414,0.0004111954930398519,-8.841021510166788e-05
2015-05-04,-0.0019406593821109518,-0.00866873444965269,0.019626467298796236
2015-05-05,-0.02279071375116351,-0.013355808499180341,0.010529570494660813
2015-05-06,-0.006299520724958282,-0.028122813705123453,-0.010876662094637066
2015-05-07,0.006165978066900148,0.009034209492828352,0.027268756923558395
2015-05-08,0.01866571055296499,0.022234911148586285,-0.0008026891786145386
2015-05-11,-0.010238831844074729,-0.007989885664986277,0.012098410758755259
2015-05-12,-0.003568777916806191,-0.00042248775204528963,0.02168478414483605
2015-05-13,0.001111518063524078,0.005896083688777788,-0.006394518342469454
2015-05-14,0.023063829164243713,0.022626740720466363,0.003776028799023596
2015-05-15,-0.0013972063320174112,-0.00865801293700406,0.019232142191383122
2015-05-18,0.010967231517217648,-0.006022283224260949,-0.0003617749088878535
2015-05-19,-0.0009220345048311489,-0.0025187612004316105,-0.0064933318726669185
2015-05-20,-7.727438218047145e-05,0.0,-0.011353287570736796
2015-05-21,0.010174350559274684,-0.0033684301512500047,0.005183918619289489
2015-05-22,0.008714193280924125,-0.011026470867210375,0.008553835328295118
2015-05-26,-0.022277108292227753,-0.006631703647694383,-0.001090469364007163
2015-05-27,0.018497808398723732,0.021657003718878624,-0.00012128808890102426
2015-05-28,-0.001971253483325085,-0.003366486382967145,0.016116428556298173
2015-05-29,-0.01144735721600124,-0.012512381182057088,-0.0025883372774883786
2015-06-01,0.001993215659837236,0.007864879132038056,-0.005397323849431632
2015-06-02,-0.004452833889189148,-0.006585216431334239,-0.004419362352227391
2015-06-03,0.0012303385293764894,-0.0014927754799143773,0.0025736219652755413
2015-06-04,-0.005857620583774583,-0.010514068039594454,-0.012406423354541639
2015-06-05,-0.005503993740826915,-0.004756657497882254,0.013008689596127656
2015-06-08,-0.006628801316612302,-0.008926074680750878,0.028294672033666528
2015-06-09,-0.0029779877056354477,-0.0017503650429753863,-0.00113214509669344
2015-06-10,0.01139320379725819,0.020811164555808573,-0.02092050364232466
2015-06-11,-0.0022527788794327046,-0.0036540189590971417,0.0028281472936911066
2015-06-12,-0.011104255130586209,-0.010171825908823665,-0.0028679764483065502
2015-06-15,-0.001967960167326583,-0.010716513868782246,-0.0012374338282701012
2015-06-16,0.005343591231042683,0.007666232008046167,0.010883927745015778
2015-06-17,-0.0023538891734480693,0.0030502818607361574,0.028393631742213578
2015-06-18,0.004545798656088928,0.016183158704702563,0.005667283729091548
2015-06-19,-0.010059917144600227,-0.013359765849335958,0.002364655052021524
2015-06-22,0.007946507438757766,0.002816005986781233,-0.010415685822857295
2015-06-23,-0.004555769770691722,-0.0069458064499753665,0.029881379086844274
2015-06-24,0.008465945932683206,-0.005898338555940764,-0.009383820283772002
2015-06-25,-0.004772624048907714,0.00021942647588056116,0.01355925805276423
2015-06-26,-0.005899848129550191,-0.008580399387585393,-0.006344692767190736
2015-06-29,-0.01767003776426119,-0.019859981364645386,-0.019164806231762376
2015-06-30,0.007201189441214178,-0.004970427237206055,0.023535842676817006
2015-07-01,0.009284636900755707,0.006771924757919568,0.0033121051692337686
2015-07-02,-0.001264435283426463,-0.00112570192725251,0.03959218179886062
2015-07-06,-0.003486015559616049,-0.00022521445722200527,-0.0010718486621204945
